.text;Channel;<>;Ch.1;;;;;;;;Ch.2;;;;;;;;Ch.3;;;;;;;;Ch.4;;;;;;;;Ch.5;;;;;;;;Ch.6;;;;;;;;Ch.7;;;;;;;;Ch.8;;;;;;;;Ch.9;;;;;;;;Ch.10;;;;;;;;
.text;Info;<>;#Samples;Radiation;<>;Body Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;#Samples;Output 1;Output 2;Temperature;Power;Tilt X;Tilt Y;Tilt Z;
.text;Serial NR;<>;22-3080;22-3080;22-3080;22-3080;22-3080;22-3080;22-3080;22-3080;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;
.text;Date;Time;<>;W/m2;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;<>;<>;<>;Celsius;V;Degrees;Degrees;Degrees;
.data;2024-02-08;10:43:10;005;3.0;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:43:15;005;3.0;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:43:20;005;3.0;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:43:25;005;3.0;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:43:30;005;3.0;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:43:35;005;3.0;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:43:40;005;3.0;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:43:45;005;2.9;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:43:50;005;2.9;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:43:55;005;2.9;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:00;005;2.9;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:05;005;2.9;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:10;005;2.9;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:15;005;2.9;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:20;005;2.9;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:25;005;2.9;;20.78;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:30;005;2.9;;20.78;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:35;005;2.9;;20.74;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:40;005;2.9;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:45;005;2.9;;20.80;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:50;005;2.9;;20.74;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:44:55;005;2.9;;20.70;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:45:00;005;2.9;;20.72;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:45:05;005;2.9;;20.70;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:45:10;005;2.9;;20.70;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:45:15;005;2.9;;20.72;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:45:20;005;2.9;;20.72;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:45:25;005;2.9;;20.70;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:45:30;005;2.9;;20.70;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:45:35;005;2.9;;20.70;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
.data;2024-02-08;10:45:40;005;2.9;;20.70;6.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
